web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739056986-480","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot mâle bichon","https://sn.coinafrique.com/annonce/chiens/chiot-male-bichon-4108812","Chiot mâle bichon","100 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg"
"1739056989-481","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche bichon","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-4117078","Chiot Caniche bichon","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1739056991-482","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4118286","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1739056994-483","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4118672","Chiot bichon maltais","130 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118672_uploaded_image1_1677860063.jpg"
"1739056996-484","https://sn.coinafrique.com/categorie/chiens?page=4","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4121621","Chien berger allemand","140 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739056999-485","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Bichon","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4124637","Chien Bichon","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4124637_uploaded_image1_1678229133.jpg"
"1739057001-486","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4125859","Chiots Berger allemand","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1739057004-487","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4125861","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739057007-488","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiens-rottweiler-4126333","Chiens Rottweiler","1 350 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126333_uploaded_image1_1678330232.jpg"
"1739057009-489","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne Labrador","https://sn.coinafrique.com/annonce/chiens/chienne-labrador-4126334","Chienne Labrador","650 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126334_uploaded_image1_1678330605.jpg"
"1739057011-490","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne Golden Retriever","https://sn.coinafrique.com/annonce/chiens/chienne-golden-retriever-4126336","Chienne Golden Retriever","700 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126336_uploaded_image1_1678330762.jpg"
"1739057014-491","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4126440","Chiots malinois","280 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739057016-492","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  berger","https://sn.coinafrique.com/annonce/chiens/chiot-berger-4130159","Chiot  berger","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057019-493","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4131053","Chiots Berger Allemand","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739057021-494","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Mal Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-mal-bichon-4134271","Chiot Mal Bichon","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4165184_uploaded_image1_1680766831.jpg"
"1739057024-495","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4135756","Chiots berger allemand","150 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1739057026-496","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4137626","Chiot Bichon","70 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739057029-497","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4141061","Chiot Berger Allemand","125 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1739057031-498","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4141864","Chiot Labrador","750 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1739057034-499","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Jack russell","https://sn.coinafrique.com/annonce/chiens/chien-jack-russell-4142083","Chien Jack russell","175 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4142083_uploaded_image1_1679347655.jpg"
"1739057037-500","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4149942","Chiot Bichon","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739057040-501","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-4149988","Chiots","120 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057042-502","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4158059","Chiots Malinois","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739057045-503","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4159449","Chiots  Malinois","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206429_uploaded_image1_1683473426.jpg"
"1739057047-504","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4162884","Chiots  Malinois","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739057050-505","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4165184","Chiot Bichon","150 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739057052-506","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots labrador","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-4167214","Chiots labrador","400 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4167214_uploaded_image1_1680870219.jpg"
"1739057055-507","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4169389","Chiot  Caniche","300 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169389_uploaded_image1_1681006575.jpg"
"1739057057-508","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4171222","Chiot Berger allemand","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220216_uploaded_image1_1684354056.jpg"
"1739057060-509","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4172538","Chiens berger allemand","200 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4172538_uploaded_image1_1681227060.jpg"
"1739057062-510","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-4174428","Chiot","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1739057065-511","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4176841","Chiots bergers allemands","200 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg"
"1739057067-512","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4178317","Chiot Bichon Maltais","100 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739057070-513","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4180447","Chiot pitbull","100 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180447_uploaded_image1_1681745968.jpg"
"1739057073-514","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4186165","Chiot Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739057075-515","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Labrador","https://sn.coinafrique.com/annonce/chiens/chiens-labrador-4186378","Chiens Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4186378_uploaded_image2_1682164251.jpeg"
"1739057078-516","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4186380","Chien Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg"
"1739057081-517","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4189681","Chiot berger malinois","130 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4189681_uploaded_image1_1682428415.jpg"
"1739057084-518","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens","https://sn.coinafrique.com/annonce/chiens/chiens-4190505","Chiens","150 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4190505_uploaded_image1_1682468019.jpg"
"1739057086-519","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne malinoise","https://sn.coinafrique.com/annonce/chiens/chienne-malinoise-4191047","Chienne malinoise","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4191047_uploaded_image1_1682510654.jpg"
"1739057088-520","https://sn.coinafrique.com/categorie/chiens?page=4","Chienne malinois","https://sn.coinafrique.com/annonce/chiens/chienne-malinois-4192516","Chienne malinois","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739057091-521","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4198141","Chien","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739057093-522","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4203328","Chiots Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057096-523","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4203333","Chiens Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739057098-524","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-allemand-4204043","Chiot  Allemand","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739057101-525","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Caniches","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-4206419","Chiots Caniches","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206419_uploaded_image1_1683473050.jpg"
"1739057104-526","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4206427","Chiots Berger Allemand","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206427_uploaded_image1_1683473206.jpg"
"1739057106-527","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Belge","https://sn.coinafrique.com/annonce/chiens/chiots-berger-belge-4206429","Chiots Berger Belge","250 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206429_uploaded_image1_1683473426.jpg"
"1739057109-528","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4209184","Chiots berger allemand","175 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739057111-529","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4216138","Chien","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739057114-530","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4219240","Chiots Pitbull","130 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4226576_uploaded_image1_1684815976.jpg"
"1739057116-531","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbulls","https://sn.coinafrique.com/annonce/chiens/chiots-pitbulls-4219520","Chiots Pitbulls","190 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4219520_uploaded_image2_1684323670.jpeg"
"1739057119-532","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4220216","Chiots Berger Allemand","125 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220216_uploaded_image1_1684354056.jpg"
"1739057121-533","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4220294","Chiot Bichon Maltais","190 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220294_uploaded_image1_1684360783.jpg"
"1739057124-534","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4221634","Chien Berger allemand","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739057126-535","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4226576","Chiots Pitbull","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4226576_uploaded_image1_1684815976.jpg"
"1739057129-536","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","https://sn.coinafrique.com/annonce/chiens/chien-4227862","Chien","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1739057131-537","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4235508","Chiots malinois","220 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg"
